Key,Summary,Status,Affected Versions
HIVE-19568,Active/Passive HS2 HA: Disallow direct connection to passive HS2 instance,Closed,3.1.0
HIVE-19567,Fix flakiness in TestTriggers,Closed,3.1.0
HIVE-19558,HiveAuthorizationProviderBase gets catalog name from config rather than db object,Resolved,3.0.0
HIVE-19531,TransactionalValidationListener is getting catalog name from conf instead of table object.,Resolved,3.0.0
HIVE-19504,Change default value for hive.auto.convert.join.shuffle.max.size property,Closed,3.0.0
HIVE-19502,Unable to insert values into table stored by JdbcStorageHandler,Resolved,2.3.3
HIVE-19497,SessionHiveMetaStoreClient.getTable should respect default catalog,Resolved,3.0.0
HIVE-19485,dump directory for non native tables should not be created,Closed,3.1.0
HIVE-19483,Metastore cleaner tasks that run periodically are created more than once,Closed,3.0.0
HIVE-19481,Tablesample uses incorrect logic to pick files corresponding to buckets.,Closed,3.0.0
HIVE-19476,"Fix failures in TestReplicationScenariosAcidTables, TestReplicationOnHDFSEncryptedZones and TestCopyUtils",Closed,3.0.0
HIVE-19468,Add Apache license to TestTxnConcatenate,Closed,3.1.0
HIVE-19435,Incremental replication cause data loss if a table is dropped followed by create and insert-into with different partition type.,Closed,3.0.0
HIVE-19430,ObjectStore.cleanNotificationEvents OutOfMemory on large number of pending events,Closed,3.0.0
HIVE-19424,NPE In MetaDataFormatters,Closed,3.2.0
HIVE-19419,SharedScanOptimizer may leave unnecessary operators in the plan,Resolved,3.0.0
HIVE-19393,NonSyncDataInputBuffer.skipBytes hangs when the file is corrupted ,Resolved,"1.0.0, 2.3.2"
HIVE-19389,"Schematool: For Hive's Information Schema, use embedded HS2 as default",Closed,"3.1.0, 3.0.0"
HIVE-19388,ClassCastException during VectorMapJoinCommonOperator initialization,Closed,"2.1.1, 2.2.0, 2.3.2, 3.1.0, 3.0.0"
HIVE-19385,Optional hive env variable to redirect bin/hive to use Beeline,Closed,"3.1.0, 3.0.0"
HIVE-19382,Acquire locks before generating valid transaction list for some operations,Closed,3.0.0
HIVE-19365,Index on COMPLETED_TXN_COMPONENTS in Metastore RDBMS has different names in different scripts,Closed,3.0.0
HIVE-19364,autoColumnStats_10.q test results for TestMiniLlapLocalCliDriver with insert-only transactional table does not match those with non-transactional table,Resolved,3.0.0
HIVE-19358,CBO decorrelation logic should generate Hive operators,Closed,3.0.0
HIVE-19339,Regenerate alltypesorc file with latest ORC,Closed,3.0.0
HIVE-19330,"multi_insert_partitioned.q fails with ""src table does not exist"" message.",Closed,3.0.0
HIVE-19327,qroupby_rollup_empty.q fails for insert-only transactional tables,Closed,3.0.0
HIVE-19315,Test failure org.apache.hadoop.hive.ql.lockmgr.TestDbTxnManager2#testWriteSetTracking3,Closed,3.1.0
HIVE-19310,Metastore: MetaStoreDirectSql.ensureDbInit has some slow DN calls which might need to be run only in test env,Closed,3.0.0
HIVE-19295,Some multiple inserts do not work on MR engine,Resolved,2.3.3
HIVE-19292,More than one materialized view in DB affecting query rewrite,Resolved,3.0.0
HIVE-19286,NPE in MERGE operator on MR mode,Resolved,2.3.3
HIVE-19280,Invalid error messages for UPDATE/DELETE on insert-only transactional tables,Closed,3.0.0
HIVE-19277,Active/Passive HA web endpoints does not allow cross origin requests,Closed,"3.1.0, 3.0.0"
HIVE-19266,Use UDFs in Hive-On-Spark complains Unable to find class Exception regarding kryo,Resolved,2.3.2
HIVE-19250,Schema column definitions inconsistencies in MySQL,Closed,2.1.0
HIVE-19249,Replication: WITH clause is not passing the configuration to Task correctly in all cases,Closed,"3.1.0, 3.0.0"
HIVE-19248,REPL LOAD couldn't copy file from source CM path and also doesn't throw error if file copy fails.,Closed,3.0.0
HIVE-19247,StatsOptimizer: Missing stats fast-path for Date,Closed,"1.2.1, 2.2.0, 2.3.2, 3.0.0"
HIVE-19240,backport HIVE-17645 to 3.0,Closed,3.0.0
HIVE-19233,Add utility for acid 1.0 to 2.0 migration,Closed,3.0.0
HIVE-19231,Beeline generates garbled output when using UnsupportedTerminal,Closed,2.1.0
HIVE-19230,Schema column width inconsistency in Oracle ,Closed,2.1.0
HIVE-19226,Extend storage-api to print timestamp values in UTC,Closed,3.0.0
HIVE-19219,Incremental REPL DUMP should throw error if requested events are cleaned-up.,Closed,3.0.0
HIVE-19215,JavaUtils.AnyIdDirFilter ignores base_n directories,Closed,3.0.0
HIVE-19203,Thread-Safety Issue in HiveMetaStore,Closed,3.0.0
HIVE-19202,CBO failed due to NullPointerException in HiveAggregate.isBucketedInput(),Closed,2.1.1
HIVE-19200,Vectorization: Disable vectorization for LLAP I/O when a non-VECTORIZED_INPUT_FILE_FORMAT mode is needed (i.e. rows) and data type conversion is needed,Closed,3.0.0
HIVE-19199,ACID: DbTxnManager heartbeat-service needs static sync init ,Resolved,3.1.0
HIVE-19191,Assertion error while running materialized view rewriting,Closed,3.0.0
HIVE-19186,Multi Table INSERT statements query has a flaw for partitioned table when INSERT INTO and INSERT OVERWRITE are used,Closed,3.0.0
HIVE-19181,Remove BreakableService (unused class),Closed,"2.3.2, 3.0.0"
HIVE-19168,Ranger changes for llap commands,Closed,"3.1.0, 3.0.0"
HIVE-19151,Update expected result for some TestNegativeCliDriver tests,Closed,3.0.0
HIVE-19137,orcfiledump doesn't print hive.acid.version value,Closed,3.0.0
HIVE-19130,NPE is thrown when REPL LOAD applied drop partition event.,Closed,3.0.0
HIVE-19120,catalog not properly set for some tables in SQL upgrade scripts,Closed,3.0.0
HIVE-19118,Vectorization: Turning on vectorization in escape_crlf produces wrong results,Closed,3.0.0
HIVE-19116,Vectorization: Vector Map data type doesn't keep the order of the key/values pairs as read,Closed,3.0.0
HIVE-19110,Vectorization: Enabling vectorization causes TestContribCliDriver udf_example_arraymapstruct.q to produce Wrong Results,Closed,3.0.0
HIVE-19109,Vectorization: Enabling vectorization causes TestCliDriver delete_orig_table.q to produce Wrong Results,Closed,3.0.0
HIVE-19108,Vectorization and Parquet: Turning on vectorization in parquet_ppd_decimal.q causes Wrong Query Results,Closed,3.0.0
HIVE-19105,HIVE-18781 broke WarehouseInstance,Closed,3.0.0
HIVE-19102,Vectorization: Suppress known Q file bugs,Closed,3.0.0
HIVE-19101,Apply rule [HiveJoinPushTransitivePredicatesRule] is getting stuck when there are huge number of predicates ,Resolved,"2.1.1, 2.2.0, 2.3.0, 2.3.1, 2.3.2"
HIVE-19099,HIVE-18755 forgot to update derby install script in metastore,Closed,3.0.0
HIVE-19085,FastHiveDecimal abs(0) sets sign to +ve,Closed,2.3.2
HIVE-19081,Add partition should prevent loading acid files,Closed,3.0.0
HIVE-19080,Fix travis build,Closed,3.0.0
HIVE-19052,Vectorization: Disable Vector Pass-Thru SMB MapJoin in the presence of old-style MR FilterMaps,Closed,3.0.0
HIVE-19050,DBNotificationListener does not catch exceptions in the cleaner thread,Closed,"2.4.0, 3.0.0"
HIVE-19045,Vectorization: Disable vectorization in non-vectorized Q files,Resolved,3.0.0
HIVE-19043,Vectorization: LazySimpleDeserializeRead fewer fields handling is broken for Complex Types,Closed,3.0.0
HIVE-19037,Vectorization: Miscellaneous cleanup,Closed,3.0.0
HIVE-19035,Vectorization: Disable exotic STRUCT field reference form,Closed,3.0.0
HIVE-19032,Vectorization: Disable GROUP BY aggregations with DISTINCT,Closed,3.0.0
HIVE-19030,Update Wiki with new rules for Load Data,Closed,3.0.0
HIVE-19028,Insert values query gives Failed to retrieve table statistics,Resolved,3.0.0
HIVE-19024,Vectorization: Disable complex type constants for VectorUDFAdaptor,Closed,3.0.0
HIVE-19020,"Vectorization: When vectorized, orc_null_check.q throws NPE in VectorExpressionWriterFactory",Resolved,3.0.0
HIVE-19019,"Vectorization: When vectorized, orc_merge_incompat_schema.q throws HiveException ""Not implemented yet"" from VectorExpressionWriterMap",Closed,3.0.0
HIVE-19018,beeline -e now requires semicolon even when used with query from command line,Closed,3.0.0
HIVE-19016,Vectorization and Parquet: Disable vectorization for nested complex types,Closed,3.0.0
HIVE-19012,Support builds for ARM and PPC arch,Closed,3.0.0
HIVE-19007,Support REPL LOAD from primary using replica connection configurations received through WITH clause.,Closed,3.0.0
HIVE-18991,Drop database cascade doesn't work with materialized views,Closed,3.0.0
HIVE-18977,Listing partitions returns different results with JDO and direct SQL,Closed,3.0.0
HIVE-18967,Standalone metastore SQL upgrade scripts do not properly set schema version,Closed,3.0.0
HIVE-18965,HIVE-17990 didn't update derby SQL scripts,Closed,3.0.0
HIVE-18956,AvroSerDe Race Condition,Resolved,"2.3.2, 3.0.0"
HIVE-18951,Fix the llapdump usage error in llapdump.sh,Closed,3.0.0
HIVE-18950,DESCRIBE EXTENDED missing details of default constraint,Closed,3.0.0
HIVE-18943,Hive building with Hadoop 3.0.0  ERROR,Resolved,2.3.2
HIVE-18929,The method humanReadableInt in HiveStringUtils.java has a race condition.,Closed,2.3.2
HIVE-18888,Replace synchronizedMap with ConcurrentHashMap,Closed,"2.3.3, 3.0.0"
HIVE-18886,ACID: NPE on unexplained mysql exceptions ,Closed,3.0.0
HIVE-18885,DbNotificationListener has a deadlock between Java and DB locks (2.x line),Closed,2.3.2
HIVE-18874,JDBC: HiveConnection shades log4j interfaces,Closed,3.1.0
HIVE-18873,Skipping predicate pushdown for MR silently at HiveInputFormat can cause storage handlers to produce erroneous result,Closed,3.0.0
HIVE-18871,hive on tez execution error due to set hive.aux.jars.path to hdfs://,Closed,"2.2.1, 3.2.0, 4.0.0"
HIVE-18859,Incorrect handling of thrift metastore exceptions,Closed,"1.2.0, 2.1.1"
HIVE-18858,System properties in job configuration not resolved when submitting MR job,Closed,3.0.0
HIVE-18852,Misleading error message in alter table validation,Closed,2.4.0
HIVE-18829,Inputs/Outputs are not propagated to SA hooks for explain commands. ,Resolved,2.1.1
HIVE-18819,Vectorization: Optimize IF statement expression evaluation of THEN/ELSE,Resolved,3.0.0
HIVE-18818,Alter table add constraint unique fails with direct sql set to false,Closed,3.0.0
HIVE-18816,CREATE TABLE (ACID) doesn't work with TIMESTAMPLOCALTZ column type,Closed,3.0.0
HIVE-18806,Add @Ignore for broken test caused by HIVE-18493,Resolved,3.0.0
HIVE-18800,Vectorization: VectorCoalesce doesn't handle the all repeated NULLs case,Resolved,3.0.0
HIVE-18786,NPE in Hive windowing functions,Closed,"2.3.2, 2.3.3"
HIVE-18779,Hive does not enable ppd to underlying storage format by default,Resolved,"1.2.1, 1.2.2, 2.3.2"
HIVE-18776,MaterializationsInvalidationCache loading causes race condition in the metastore,Closed,3.0.0
HIVE-18769,Vectorization: Disable vectorization of key-less outer joins,Resolved,3.0.0
HIVE-18768,Use Datanucleus to serialize notification updates,Resolved,"2.0.2, 3.0.0"
HIVE-18767,Some alterPartitions invocations throw 'NumberFormatException: null',Closed,"2.3.3, 3.1.0, 3.2.0, 4.0.0"
HIVE-18764,ELAPSED_TIME resource plan setting is not getting honored,Closed,3.0.0
HIVE-18762,Support ALTER TABLE SET OWNER command,Resolved,3.0.0
HIVE-18758,Vectorization: Fix VectorUDAFVarFinal produces Wrong Results,Resolved,3.0.0
HIVE-18756,Vectorization: VectorUDAFVarFinal produces Wrong Results,Resolved,3.0.0
HIVE-18742,Vectorization acid/inputformat check should allow NullRowsInputFormat/OneNullRowInputFormat,Closed,2.0.0
HIVE-18735,Create table like loses transactional attribute,Closed,2.0.0
HIVE-18722,Vectorization: Adding SUM(HASH(..)) to full query seems to produce flakey results -- need to investiage,Resolved,3.0.0
HIVE-18713,Optimize: Transform IN clauses to = when there's only one element,Closed,3.0.0
HIVE-18708,Vectorization: Delay out-of-tree fixups till whole work is vectorized,Closed,3.0.0
HIVE-18707,Dropping database via HiveMetastoreClient involves useless work,Resolved,"2.3.3, 3.0.0"
HIVE-18702,INSERT OVERWRITE TABLE doesn't clean the table directory before overwriting,Closed,2.3.2
HIVE-18688,Vectorization: Vectorizer Reason shouldn't be part of work-plan,Closed,3.0.0
HIVE-18680,FieldTrimmer missing opportunity with SortLimit operators,Closed,3.0.0
HIVE-18675,make HIVE_LOCKS.HL_TXNID NOT NULL,Closed,3.0.0
HIVE-18665,LLAP: Ignore cache-affinity if the LLAP IO elevator is disabled,Closed,3.0.0
HIVE-18656,Trigger with counter TOTAL_TASKS fails to result in an event even when condition is met,Resolved,3.0.0
HIVE-18653,Fix TestOperators test failure in master,Closed,3.0.0
HIVE-18646,Update errata.txt for HIVE-18617,Closed,3.0.0
HIVE-18645,invalid url address in README.txt from module hbase-handler,Closed,3.0.0
HIVE-18641,Remove MCreationMetadata from MTable class,Closed,3.0.0
HIVE-18638,"Triggers for multi-pool move, failing to initiate the move event",Closed,3.0.0
HIVE-18637,WorkloadManagent Event Summary leaving subscribedCounters and currentCounters fields empty,Closed,3.0.0
HIVE-18636,fix TestTxnNoBuckets.testCTAS - keeps failing on ptest,Resolved,3.0.0
HIVE-18631,Hive metastore schema initialization failing on mysql,Closed,3.0.0
HIVE-18628,Make tez dag status check interval configurable,Closed,3.0.0
HIVE-18624,Parsing time is extremely high (~10 min) for queries with complex select expressions,Closed,"2.0.0, 2.3.2, 3.0.0"
HIVE-18617,Workload management Action parser does not generate the correct pool path.,Closed,3.0.0
HIVE-18614,Fix sys db creation in Hive,Closed,3.0.0
HIVE-18613,Extend JsonSerDe to support BINARY type,Closed,3.0.0
HIVE-18611,Avoid memory allocation of aggregation buffer during stats computation ,Closed,"2.3.2, 3.0.0"
HIVE-18610,"Performance: ListKeyWrapper does not check for hashcode equals, before comparing members",Closed,3.0.0
HIVE-18601,Support Power platform by updating protoc-jar-maven-plugin version,Closed,3.0.0
HIVE-18599,Transactions: Fix CTAS on Micromanaged tables,Closed,3.0.0
HIVE-18590,Assertion error on transitive join inference in the presence of NOT NULL constraint,Closed,3.0.0
HIVE-18589,java.io.IOException: Not enough history available,Closed,3.0.0
HIVE-18579,Changes from HIVE-18495 introduced import paths from shaded jars,Closed,3.0.0
HIVE-18574,LLAP: Ship netty3 as part of LLAP install tarball,Closed,3.0.0
HIVE-18572,The record readers; InputFormat needs to be fixed for Tez as it generates 1 split,Resolved,2.1.0
HIVE-18562,Vectorization: CHAR/VARCHAR conversion in VectorDeserializeRow is broken,Closed,3.0.0
HIVE-18558,Upgrade orc version to 1.4.2,Closed,3.0.0
HIVE-18551,Vectorization: VectorMapOperator tries to write too many vector columns for Hybrid Grace,Closed,3.0.0
HIVE-18547,WM: trigger test may fail,Closed,3.0.0
HIVE-18546,Remove unnecessary code introduced in HIVE-14498,Closed,3.0.0
HIVE-18531,Vectorization: Vectorized PTF operator should not set the initial type infos,Closed,3.0.0
HIVE-18529,Vectorization: Add a debug config option to disable scratch column reuse,Closed,"2.3.2, 3.0.0"
HIVE-18528,"Stats: In the bitvector codepath, when extrapolating column stats for String type columnStringColumnStatsAggregator uses the min value instead of max",Resolved,3.0.0
HIVE-18524,Vectorization: Execution failure related to non-standard embedding of IfExprConditionalFilter inside VectorUDFAdaptor (Revert HIVE-17139),Closed,3.0.0
HIVE-18521,Vectorization: query failing in reducer VectorUDAFAvgDecimalPartial2 java.lang.ClassCastException StructTypeInfo --> DecimalTypeInfo,Closed,3.0.0
HIVE-18517,Vectorization: Fix VectorMapOperator to accept VRBs and check vectorized flag correctly to support LLAP Caching,Closed,3.0.0
HIVE-18501,Typo in beeline code,Closed,3.0.0
HIVE-18493,Add display escape for CR/LF to Hive CLI and Beeline,Resolved,3.0.0
HIVE-18473,Infer timezone information correctly in DruidSerde,Closed,3.0.0
HIVE-18472,Beeline gives log4j warnings,Closed,3.0.0
HIVE-18471,Beeline gives log4j warnings,Resolved,3.0.0
HIVE-18467,support whole warehouse dump / load + create/drop database events,Closed,3.0.0
HIVE-18466,Enhance LazySimpleSerDe (Text) to optionally output data escaped for serialization,Resolved,3.0.0
HIVE-18465,Hive metastore schema initialization failing on postgres,Closed,3.0.0
HIVE-18459,hive-exec.jar leaks contents fb303.jar into classpath,Closed,2.1.0
HIVE-18450,Support TABLE function in CBO,Closed,3.0.0
HIVE-18426,Memory leak in RoutingAppender for every hive operation,Closed,3.0.0
HIVE-18422,Vectorized input format should not be used when vectorized input format is excluded and row.serde is enabled,Closed,"2.4.0, 3.0.0"
HIVE-18421,Vectorized execution handles overflows in a different manner than non-vectorized execution,Closed,"2.1.1, 2.2.0, 2.3.2, 3.0.0"
HIVE-18419,CliDriver loads different hive-site.xml into HiveConf and MetastoreConf,Closed,3.0.0
HIVE-18416,Initial support for TABLE function,Closed,3.0.0
HIVE-18390,IndexOutOfBoundsException when query a  partitioned view in ColumnPruner ,Closed,2.1.1
